String ID,Dev Notes / Context,Character Limit,Text,
"Good job Hunter!\nFrom the documents it looks like the machinery may be turned off.\nThe bad news is that the switches are in the Watchers base subterranean areas, there is no way to get to them from the inside.\nGo into the city park and find a back entrance, I'm sure the Ghouls have dug tunnels down there, just like the mall power grid pylons.\nGo in through the tunnels and get to the underground area, there are six switches to turn off.\nGood luck Hunter!",Quest descriptions,1024,"Beau boulot Hunter !\nD'après les documents, la machinerie peut être éteinte.\nLa mauvaise nouvelle, c'est que les interrupteurs sont dans les zones souterraines de la base des Observateurs, impossible d'y accéder de l'intérieur.\nVa dans le parc de la ville et trouve une entrée arrière, je suis sûr que les goules ont creusé des tunnels là-dessous, comme pour les pylônes du réseau du centre commercial.\nEntre par les tunnels et rejoins la zone souterraine, il y a six interrupteurs à éteindre.\nBonne chance Hunter !",
What next?,"User Interface, interaction with NPC",64,Et ensuite ?,
"The railway to get to the nuclear power plant is unusable for tens of kilometres, not to mention the extremely high level of radiation.\nGo to the Watchers' Headquarters and find out if there is an alternative route.\nIf you manage to get to the nuclear plant, well.... I wouldn't know what else to tell you except good luck, Hunter!","User Interface, interaction with NPC",1024,"La voie ferrée vers la centrale nucléaire est inutilisable sur des dizaines de kilomètres, sans parler du niveau de radiation extrêmement élevé.\nVa au QG des Observateurs et découvre s'il y a un itinéraire alternatif.\nSi tu arrives à atteindre la centrale, eh bien... je ne saurais quoi te dire d'autre que bonne chance, Hunter !",
What's in the documents?,"User Interface, interaction with NPC",64,Qu'y a-t-il dans les documents ?,
"Subject number 23. Male, age 32.",NPC text,64,"Sujet numéro 23. Homme, 32 ans.",
Death occurred in three days.,NPC text,64,Décès survenu en trois jours.,
No mutation.,NPC text,64,Aucune mutation.,
"Subject number 53. Female, age 21.",NPC text,64,"Sujet numéro 53. Femme, 21 ans.",
Death occurred in five days.,NPC text,64,Décès survenu en cinq jours.,
Slight mutation.,NPC text,64,Légère mutation.,
"From tests conducted so far,",NPC text,64,"D'après les tests effectués jusqu'à présent,",
it appears the mutation on humans is random.,NPC text,64,il semble que la mutation sur les humains soit aléatoire.,
"Subject number 102. Male, age 55.",NPC text,64,"Sujet numéro 102. Homme, 55 ans.",
Mutation completed in 7 days.,NPC text,64,Mutation complétée en 7 jours.,
Crystal radiation is confirmed to mutate humans.,NPC text,64,Les radiations du cristal mutent bien les humains.,
"Subject number 153. Male, age 43.",NPC text,64,"Sujet numéro 153. Homme, 43 ans.",
Mutation completed in 10 days.,NPC text,64,Mutation complétée en 10 jours.,
"In subjects who survive at least 8 days,",NPC text,64,"Chez les sujets qui survivent au moins 8 jours,",
mutation confirmed within 15 days.,NPC text,64,mutation confirmée dans les 15 jours.,
Military bandage,Item names or description,64,Bandage militaire,
Modules Tier 2+,Modules description,64,Modules Tier 2+,
Energy restore rate +50%\nHunger and thirst decrease rate -40%\nRestore wounds rate +50%\nRestore HP rate +50%\nRestore radiation rate +50%,Modules description,256,Taux de restauration d'énergie +50 %\nVitesse de diminution de la faim et de la soif -40 %\nTaux de soin des blessures +50 %\nTaux de soin des PV +50 %\nTaux de soin des radiations +50 %,
Energy restore rate +100%\nDon't decrease hunger and thirst while sleeping\nRestore wounds rate +100%\nRestore HP rate +300%\nRestore radiation rate +300%,Modules description,256,Taux de restauration d'énergie +100 %\nPas de diminution de la faim et de la soif pendant le sommeil\nTaux de soin des blessures +100 %\nTaux de soin des PV +300 %\nTaux de soin des radiations +300 %,
Gain +15% material when you scrap an item,Modules description,256,Gain +15 % de matériaux lors du recyclage d'un objet,
Gain +40% material when you scrap an item,Modules description,256,Gain +40 % de matériaux lors du recyclage d'un objet,
A small gym where you can work out.\nGrants physical benefits.,Modules description,64,Petite salle de sport où tu peux t'entraîner.\nConfère des avantages physiques.,
Stamina +10\n+3kg max carried weight\nFatigue decrease rate -20%,Modules description,64,Endurance +10\n+3 kg de poids max porté\nVitesse de diminution de la fatigue -20 %,
Stamina +20\n+6kg max carried weight\nFatigue decrease rate -50%,Modules description,64,Endurance +20\n+6 kg de poids max porté\nVitesse de diminution de la fatigue -50 %,
Weapon damage +3%\nWeapon mastery exp +10%,Modules description,64,Dégâts d'arme +3 %\nExp de maîtrise d'arme +10 %,
Weapon damage +5%\nWeapon mastery exp +20%,Modules description,64,Dégâts d'arme +5 %\nExp de maîtrise d'arme +20 %,
Provide scrap medication and scrap food everyday,Modules description,64,Fournit des médicaments et de la nourriture recyclés tous les jours,
Provide scrap ammo everyday\nCraft more type of ammunition,Modules description,64,Fournit des munitions recyclées tous les jours\nPermet de fabriquer plus de types de munitions,
You can repair weapons and armor in the craftbench,Modules description,64,Tu peux réparer armes et armures à l'établi,
Repair an item requires 25% less materials,Modules description,64,Réparer un objet nécessite 25 % de matériaux en moins,
"As you know, years after the closure of the nuclear power plant, the Crimson Corporation detected a high level of strange radiation coming from underground and reached an agreement with the local government to install a research laboratory.\nUnder the ground, they discovered a cavity containing purple crystals, responsible for this radiation.\nThe research continued for several years, leading to discoveries that enabled significant advances in the pharmaceutical and biological sectors, turning the company into the largest multinational in the world.\nSo far, it would all seem legitimate, but the documents show that the Crimson Corporation had numerous contracts with world governments for the development of prototype weapons.\nI believe it is from these contracts that the company made its fortune.\nMoreover, the long-term effects of the drugs derived from these discoveries on the population are still unclear.\nIndeed, the Crimson Corporation has never been transparent about its research, but their products are so innovative that no one, among those who matter, has ever asked too many questions about their origin and effects.\n\nA few hours before the explosion at the nuclear power plant, a strange anomaly appeared in the crystals being studied, triggering general panic.\nIt seems that the commander-in-chief of the plant insisted on interacting with the anomaly, and that is when Frolov escaped, taking the documents with him.\nThe Crimson Corporation's instruments were all down and incessantly repeated the same sequence of numbers:\n\n0 1 0 1 0 0 1 1\n0 1 1 1 0 1 0 0\n0 1 1 0 0 0 0 1\n0 1 1 0 1 1 0 0\n0 1 1 0 1 0 1 1\n0 1 1 0 0 1 0 1\n0 1 1 1 0 0 1 0\n\nIt is unclear from the documents what actually triggered the explosion, but one possible cause is the forced interaction with the anomaly, rather than taking the time to work out an operational plan.\nGetting back to us, the only way to reach the anomaly is through the Watcher's HQ in Zakov, from where an underground line leads to the nuclear power plant.\nOnce you reach the anomaly, don't be fooled by what it will tell you....\nDecipher the code and input the result... And this will all be over.\nI can't tell you any more, Hunter, now it's your turn.","User Interface, interaction with NPC",4096,"Comme tu le sais, des années après la fermeture de la centrale nucléaire, la Crimson Corporation a détecté un niveau élevé de radiations étranges venant du sous-sol et a conclu un accord avec le gouvernement local pour installer un laboratoire de recherche.\nSous terre, ils ont découvert une cavité contenant des cristaux violets, responsables de ces radiations.\nLes recherches ont continué pendant plusieurs années, menant à des découvertes qui ont permis des avancées majeures dans les secteurs pharmaceutique et biologique, faisant de la société la plus grande multinationale au monde.\nJusqu'ici, tout semblerait légitime, mais les documents montrent que la Crimson Corporation avait de nombreux contrats avec des gouvernements mondiaux pour le développement d'armes prototypes.\nJe crois que c'est de ces contrats que la société a fait fortune.\nDe plus, les effets à long terme des médicaments issus de ces découvertes sur la population restent flous.\nEn effet, la Crimson Corporation n'a jamais été transparente sur ses recherches, mais leurs produits sont si innovants que personne parmi ceux qui comptent n'a jamais posé trop de questions sur leur origine et leurs effets.\n\nQuelques heures avant l'explosion à la centrale, une étrange anomalie est apparue dans les cristaux étudiés, provoquant une panique générale.\nIl semble que le commandant en chef de la centrale ait insisté pour interagir avec l'anomalie, et c'est à ce moment que Frolov s'est échappé, emportant les documents.\nLes instruments de la Crimson Corporation étaient tous hors service et répétaient sans cesse la même séquence de chiffres :\n\n0 1 0 1 0 0 1 1\n0 1 1 1 0 1 0 0\n0 1 1 0 0 0 0 1\n0 1 1 0 1 1 0 0\n0 1 1 0 1 0 1 1\n0 1 1 0 0 1 0 1\n0 1 1 1 0 0 1 0\n\nLes documents ne précisent pas clairement ce qui a déclenché l'explosion, mais une cause possible est l'interaction forcée avec l'anomalie, plutôt que de prendre le temps d'élaborer un plan opérationnel.\nPour en revenir à nous, le seul moyen d'atteindre l'anomalie passe par le QG des Observateurs à Zakov, d'où une ligne souterraine mène à la centrale.\nUne fois que tu atteindras l'anomalie, ne te laisse pas berner par ce qu'elle te dira...\nDécrypte le code et entre le résultat... Et tout cela sera terminé.\nJe ne peux plus rien te dire, Hunter, à toi de jouer maintenant.",
My knowledge only allows me to repair armour with a class below 4.,"User Interface, interaction with NPC",256,Mes connaissances me permettent seulement de réparer les armures de classe inférieure à 4.,
Armor class is too high,,64,Classe d'armure trop élevée,
Armor durability is too high,,64,Durabilité de l'armure trop élevée,
Provide scrap material and scrap weapon every day,Modules description,64,Fournit des matériaux et armes recyclés tous les jours,
Looting speed,Modules description,64,Vitesse de pillage,
Allows cooking basic meals\nHunger and thirst decrease 15% slower\n+50% positive effect of hunger and thirst\n-25% negative effect of hunger and thirst,Modules description,256,Permet de cuisiner des repas basiques\nDiminution de la faim et de la soif 15 % plus lente\n+50 % d'effet positif de la faim et de la soif\n-25 % d'effet négatif de la faim et de la soif,
Allows cooking all meals\nHunger and thirst decrease 30% slower\n+100% positive effect of hunger and thirst\n-50% negative effect of hunger and thirst,Modules description,256,Permet de cuisiner tous les repas\nDiminution de la faim et de la soif 30 % plus lente\n+100 % d'effet positif de la faim et de la soif\n-50 % d'effet négatif de la faim et de la soif,
"The doctor would like to examine the effect of radiation on the human body.\nTo do this he needs someone who is willing to absorb a large amount of radiation and report the symptoms to me.\nDon't make that face, Hunter. I'm not asking you to do it but if you want to get paid for a simple job here it is.\nYou need to reach the orange radiation level.",Quest descriptions,1024,"Le docteur aimerait étudier les effets des radiations sur le corps humain.\nPour cela, il a besoin de quelqu'un prêt à absorber une grande quantité de radiations et à me rapporter les symptômes.\nNe fais pas cette tête, Hunter. Je ne te demande pas de le faire, mais si tu veux être payé pour un boulot simple, le voici.\nTu dois atteindre le niveau orange de radiations.",
Reach orange level of radiation,Quest objectives,64,Atteins le niveau orange de radiations,
"To use this repair kit put the weapon in the primary slot, right click the repair kit and use the item.",Item description,256,"Pour utiliser ce kit de réparation, place l'arme dans l'emplacement principal, clique droit sur le kit et utilise l'objet.",
Armor class doesn't match with the repair kit,,64,La classe d'armure ne correspond pas au kit de réparation,
Crosshairs and Range,User Interface,32,Réticule et portée,
Enemies and Armor,User Interface,32,Ennemis et armure,
"Full hit, blocked by armor, no damage.","User Interface, Tutorial",128,"Coup direct, bloqué par l'armure, aucun dégât.",
Navigate,"User Interface, The action the player takes when moving the map.",32,Naviguer,
"Full hit, penetrated armor, full damage.","User Interface, Tutorial",128,"Coup direct, armure pénétrée, dégâts complets.",
"Glancing hit, blocked by armor, no damage.","User Interface, Tutorial",128,"Coup rasant, bloqué par l'armure, aucun dégât.",
"Glancing hit, penetrated armor, partial damage.","User Interface, Tutorial",128,"Coup rasant, armure pénétrée, dégâts partiels.",
A full-white cursor means that the hit will be 100% effective.,"User Interface, Tutorial",128,Un curseur entièrement blanc signifie que le coup sera efficace à 100 %.,
Not in the ideal range. Can still get a 100% effective hit if the bullet hits their center of mass.,"User Interface, Tutorial",128,Pas dans la portée idéale. Tu peux quand même obtenir un coup efficace à 100 % si la balle touche le centre de masse.,
"Beyond max range, will not do any damage.","User Interface, Tutorial",128,"Au-delà de la portée max, aucun dégât.",
Helper Dialogue,Setting name,32,Dialogue d'assistance,
Display helper dialogue prompts to help new players,Tooltip that describes Helper Dialogue setting,128,Affiche les invites de dialogue d'assistance pour aider les nouveaux joueurs,
All that for a Drop of Blood,Achievement Name,64,Tout ça pour une goutte de sang,
You are overencumbered!,Notice to player about weight limit,64,Tu es surchargé !,
Provide scrap material every day,"Base Module Descriptions, alt a",64,Fournit des matériaux recyclés tous les jours,
"Provide scrap material, weapon and armor every day","Base Module Descriptions, alt b",64,"Fournit des matériaux, armes et armures recyclés tous les jours",
"Provide scrap material, weapon and armor every day\nAllows you to scrap items during hunts but you get 50% fewer items","Base Module Descriptions, alt c",64,"Fournit des matériaux, armes et armures recyclés tous les jours\nPermet de recycler des objets pendant les chasses mais tu obtiens 50 % de matériaux en moins",
Building kit: forge 3,Upgrade Base Kit,64,Kit de construction : forge 3,
items collected by Igor,Container name,64,objets collectés par Igor,
Tooltip,"This is short for Display Tooltip"". This is used to say this is the action you press to see a tooltip.""",32,Infobulle,
N45O1,Item names or description,32,N45O1,
APAR,Item names or description,32,APAR,
EC 12,Item names or description,32,EC 12,
EC 15,Item names or description,32,EC 15,
EC 308,Item names or description,32,EC 308,
CC12,Item names or description,32,CC12,
PMK,Item names or description,32,PMK,
CC12 5 round magazine,Item names or description,32,Chargeur CC12 5 cartouches,
CC12 10 round magazine,Item names or description,32,Chargeur CC12 10 cartouches,
CC12 drum magazine,Item names or description,32,Chargeur tambour CC12,
APAR wooden stock,Item names or description,32,Crosse en bois APAR,
APAR modern stock,Item names or description,32,Crosse moderne APAR,
APAR wooden handguard,Item names or description,32,Garde-main en bois APAR,
EC-12 standard stock,Item names or description,32,Crosse standard EC-12,
"... So be it, Hunter ...",NPC text,64,"... Soit, Hunter ...",
... I shall leave this reality ...,NPC text,64,... Je vais quitter cette réalité ...,
"... Yet across the void, countless worlds still tremble in darkness ...",NPC text,64,"... Pourtant à travers le vide, d'innombrables mondes tremblent encore dans l'obscurité ...",
"... Their light barely flickers, as shadows quietly press in ...",NPC text,64,"... Leur lumière vacille à peine, tandis que les ombres se pressent silencieusement ...",
You already have this module installed,,64,Tu as déjà ce module installé,
Soldier,NPC title part (Green Army Soldier for example),64,Soldat,
Green,NPC title part (Green Army for example),64,Verte,
Army,NPC title part (Green Army for example),64,Armée,
Crimson,NPC title part (Crimson Corporation for example),64,Crimson,
Watcher,NPC title part (Re-added with a capital W),64,Observateur,
Kills,Used on stats page as Kills: Weapon_Name,64,Victimes,
bandit,NPC title part (Soldier bandit for example),64,bandit,
scientist,NPC title part (Crimson Corp. scientist),64,scientifique,
lead,NPC title part (Lead scientist),64,principal,
Crimson Corp.,NPC title part (Crimson Corp. scientist),64,Crimson Corp.,
Mythic,Hunter level name,32,Mythique,
Legendary,Hunter level name,32,Légendaire,
Unlock a total of 1 stash pages,Base Module description,256,Débloque un total de 1 page de planque,
Unlock a total of 3 stash pages,Base Module description,256,Débloque un total de 3 pages de planque,
Unlock a total of 6 stash pages,Base Module description,256,Débloque un total de 6 pages de planque,
Unlock a total of 9 stash pages,Base Module description,256,Débloque un total de 9 pages de planque,
Unlock a total of 12 stash pages,Base Module description,256,Débloque un total de 12 pages de planque,
Allows you to craft more medication item\n-10% bleeding chance,Base Module description,256,Permet de fabriquer plus d'objets de soin\n-10 % de chance de saignement,
Allows you to craft more medication item\n-15% bleeding chance\nHeal 2 HP per minute\nHeal 0.1 radiation per minute,Base Module description,256,"Permet de fabriquer plus d'objets de soin\n-15 % de chance de saignement\nSoigne 2 PV par minute\nSoigne 0,1 radiation par minute",
Allows you to craft more medication item\n-30% bleeding chance\nHeal 5 HP per minute\nHeal 0.2 radiation per minute,Base Module description,256,"Permet de fabriquer plus d'objets de soin\n-30 % de chance de saignement\nSoigne 5 PV par minute\nSoigne 0,2 radiation par minute",
Uninstall,Base Module button,256,Désinstaller,
Zakov police station documents,Item name,64,Documents du poste de police de Zakov,
Zakov's police station armory key,Item name,64,Clé de l'armurerie du poste de police de Zakov,
I think the bunker exit is in the south,FTUE text,128,Je pense que la sortie du bunker est au sud,
Construction area,Player prompt,32,Zone de construction,
Apartment block,Player prompt,32,Immeuble d'appartements,
Central area,Player prompt,32,Zone centrale,
Increase the maximum range for all weapon by this percentage,Gameplay setting tooltip,128,Augmente la portée maximale de toutes les armes de ce pourcentage,
Decrease the minimum range for all weapon by this percentage,Gameplay setting tooltip,128,Diminue la portée minimale de toutes les armes de ce pourcentage,
Building kit: Infirmary 3,Upgrade Base Kit,48,Kit de construction : infirmerie 3,
Building kit: ammo 3,Upgrade Base Kit,48,Kit de construction : munitions 3,
Building kit: ammo 4,Upgrade Base Kit,48,Kit de construction : munitions 4,
Building kit: forge 3,Upgrade Base Kit,48,Kit de construction : forge 3,
Building kit: storage 3,Upgrade Base Kit,48,Kit de construction : stockage 3,
Building kit: storage 4,Upgrade Base Kit,48,Kit de construction : stockage 4,
Split,Controls tooltip,16,Diviser,
chest,Chest name,24,coffre,
Ammo box tier II,Chest name,24,Boîte de munitions tier II,
The school,Quest name,48,L'école,
Documents found in the school,Quest item,48,Documents trouvés dans l'école,
Reset,UI button,16,Réinitialiser,
Armor class,Repair kit stats,24,Classe d'armure,
Doctor Egorov,NPC name,32,Docteur Egorov,
Lead scientist,NPC name,32,Scientifique principal,
Strange circuit,Item name,32,Circuit étrange,
"Good job on killing him.\nNow I'll leave you with a challenge, kill him 15 times to get an unique variant of his armor.",Quest descriptions,512,Beau boulot de l'avoir tué.\nMaintenant je te lance un défi : tue-le 15 fois pour obtenir une variante unique de son armure.,
Savedata is from a legacy version of the game,User Interface,72,Les données sauvegardées proviennent d'une version antérieure du jeu,
Comfortable bed that restores you faster.,Base Module description,128,Lit confortable qui te restaure plus rapidement.,
Increase weapons max range,Gameplay settings,48,Augmente la portée max des armes,
Decrease weapons min range,Gameplay settings,48,Diminue la portée min des armes,
Single use key used to open the locked armory in the Zakov's police station,Item description,256,Clé à usage unique utilisée pour ouvrir l'armurerie verrouillée du poste de police de Zakov,
"This will delete all savedata stored in both your local and cloud storage.\nYou will lose all your items, skills, and quest progress in every save slot.\nAre you sure you want to do this?",Menu popup text,512,"Cela supprimera toutes les données sauvegardées dans ton stockage local et cloud.\nTu perdras tous tes objets, compétences et progression de quêtes dans tous les emplacements de sauvegarde.\nEs-tu sûr de vouloir faire ça ?",
Zakov fire station documents,Quest item,64,Documents de la caserne de pompiers de Zakov,
Eliminate the Crimson in the Swamp,Quest objective,96,Élimine le Crimson dans le marais,
Current:,Displaying which ammo the player is currently holding,48,Actuel :,
Second part of the Crystal documents,Item name,48,Deuxième partie des documents sur le cristal,
First part of the Crystal documents,Item name,48,Première partie des documents sur le cristal,
"You are still alive... This is very... curious...\nIt must mean that ... um, I'm not sure yet....\nAt this point I would say we can proceed. Be patient Hunter, soon all your questions will be answered.\nSomething must have happened just before the explosion at the nuclear plant, something that set all these events in motion.\nI knew a person at the plant, he worked closely with the crystal that was there. He was a smart person and he asked a lot of moral questions about how the studies were supposed to proceed and what the consequences were.\nIf I knew him well, I'm sure he was able to escape before the explosion and take some documents with him.\nTry looking for the documents in the offices located northwest of the city.\nAlso search his house, it is located on the first floor of the large apartment block, the ones that divide the central area and the old communist urban area.",Quest text,1024,"Tu es toujours en vie... C'est très... curieux...\nÇa doit vouloir dire que... hum, je ne suis pas encore sûr....\nÀ ce stade, je dirais qu'on peut continuer. Patience Hunter, bientôt toutes tes questions auront une réponse.\nQuelque chose a dû se passer juste avant l'explosion à la centrale, quelque chose qui a mis tous ces événements en mouvement.\nJe connaissais quelqu'un à la centrale, il travaillait de près avec le cristal qui s'y trouvait. C'était une personne intelligente qui posait beaucoup de questions morales sur la façon dont les études devaient se dérouler et sur les conséquences.\nSi je le connaissais bien, je suis sûr qu'il a réussi à s'échapper avant l'explosion en emportant des documents.\nEssaie de chercher ces documents dans les bureaux au nord-ouest de la ville.\nCherche aussi sa maison, elle est au premier étage du grand immeuble d'appartements qui sépare la zone centrale de l'ancienne zone urbaine communiste.",
I should get my gun out.,FTUE text,64,Je devrais sortir mon arme.,
I have a gun in my inventory.,FTUE text,64,J'ai une arme dans mon inventaire.,
Are you sure?,Module uninstall popup,64,Es-tu sûr ?,
Turn Off,Player action,64,Éteindre,
Bowel problem,Quest names,64,Problème intestinal,
Power Grid documents,Item Name,64,Documents du réseau électrique,
Remove CCTV,Player action,64,Retirer la caméra,
Towards Nuclear Power Plant,Player action,64,Vers la centrale nucléaire,
Tool Box,Storage object,64,Boîte à outils,
"...Ah, mere Human...",Dialogue,128,"...Ah, simple humain...",
...Thy courage shall be rewarded...,Dialogue,128,...Ton courage sera récompensé...,
...Oh... My daring Hunter...,Dialogue,128,...Oh... Mon audacieux Hunter...,
Every death you suffer...,Dialogue,128,Chaque mort que tu endures...,
...Every fall you endure...,Dialogue,128,...Chaque chute que tu subis...,
...Are merely a whisper in the symphony of existence...,Dialogue,128,...Ne sont qu'un murmure dans la symphonie de l'existence...,
"...In countless worlds, you have walked the same path...",Dialogue,128,"...Dans d'innombrables mondes, tu as suivi le même chemin...",
"...Yet only here, in this reality...",Dialogue,128,"...Mais seulement ici, dans cette réalité...",
...Have you reached me...,Dialogue,128,...Tu m'as atteint...,
...In this moment...,Dialogue,128,...En cet instant...,
...The fates of all beings and all worlds...,Dialogue,128,...Le destin de tous les êtres et de tous les mondes...,
...Lie within thy grasp...,Dialogue,128,...Reposent entre tes mains...,
...Now speak...,Dialogue,128,...Parle maintenant...,
...Let thy true desire be known...,Dialogue,128,...Que ton véritable désir soit connu...,
"For aeons, I have watched, timeless and indifferent.",Dialogue,128,"Pendant des éons, j'ai observé, intemporel et indifférent.",
...Speak now...,Dialogue,128,...Parle maintenant...,
...Reveal thy wishes....,Dialogue,128,...Révéle tes souhaits...,
... So be it ...,Dialogue,128,... Soit ...,
... thy wish shall be fulfilled ...,Dialogue,128,... ton souhait sera exaucé ...,
"... So be it, Hunter ...",Dialogue,128,"... Soit, Hunter ...",
... I shall leave this reality ...,Dialogue,128,... Je vais quitter cette réalité ...,
"... Yet across the void, countless worlds still tremble in darkness ...",Dialogue,128,"... Pourtant à travers le vide, d'innombrables mondes tremblent encore dans l'obscurité ...",
"... Their light barely flickers, as shadows quietly press in ...",Dialogue,128,"... Leur lumière vacille à peine, tandis que les ombres se pressent silencieusement ...",
"You are still alive... This is very... curious...\nIt must mean that ... um, I'm not sure yet....\nAt this point I would say we can proceed. Be patient Hunter, soon all your questions will be answered.\nSomething must have happened just before the explosion at the nuclear plant, something that set all these events in motion.\nI knew a person at the plant, he worked closely with the crystal that was there. He was a smart person and he asked a lot of moral questions about how the studies were supposed to proceed and what the consequences were.\nIf I knew him well, I'm sure he was able to escape before the explosion and take some documents with him.\nTry looking for the documents in the offices located northwest of the city.\nAlso search his house, it is located on the first floor of the large apartment block, the ones that divide the central area and the old communist urban area.",Quest dialogue,512,"Tu es toujours en vie... C'est très... curieux...\nÇa doit vouloir dire que... hum, je ne suis pas encore sûr....\nÀ ce stade, je dirais qu'on peut continuer. Patience Hunter, bientôt toutes tes questions auront une réponse.\nQuelque chose a dû se passer juste avant l'explosion à la centrale, quelque chose qui a mis tous ces événements en mouvement.\nJe connaissais quelqu'un à la centrale, il travaillait de près avec le cristal qui s'y trouvait. C'était une personne intelligente qui posait beaucoup de questions morales sur la façon dont les études devaient se dérouler et sur les conséquences.\nSi je le connaissais bien, je suis sûr qu'il a réussi à s'échapper avant l'explosion en emportant des documents.\nEssaie de chercher ces documents dans les bureaux au nord-ouest de la ville.\nCherche aussi sa maison, elle est au premier étage du grand immeuble d'appartements qui sépare la zone centrale de l'ancienne zone urbaine communiste.",
First part of the Crystal documents,Quest objective,128,Première partie des documents sur le cristal,
Second part of the Crystal documents,Quest objective,128,Deuxième partie des documents sur le cristal,
Place Transmitter,Player action,64,Placer l'émetteur,
Place CCTV,Player action,64,Placer la caméra,
Key to a locked door in the sewer,Item name,64,Clé d'une porte verrouillée dans les égouts,
The guy who saved me from that strange crystal left me this key. Maybe I should investigate more.,Item description,256,Le type qui m'a sauvé de ce cristal étrange m'a laissé cette clé. Peut-être que je devrais enquêter davantage.,
Move,Player action (moving items around inventory),32,Déplacer,
You are encumbered!,Notice to player about weight limit,64,Tu es encombré !,
My knowledge only allows me to repair armour with a class below 5.,"User Interface, interaction with NPC",256,Mes connaissances me permettent seulement de réparer les armures de classe inférieure à 5.,
Christmas Grenade,Item names or description,64,Grenade de Noël,
Display Onscreen Controls,Settings option,64,Afficher les contrôles à l'écran,
Choose if a popup is displayed that shows helpful controls,Settings option tooltip,128,Choisis si une fenêtre popup affiche des contrôles utiles,
Weather station kit,Item name,128,Kit de station météo,
Use this item to see the weather while selecting the map,Item description,256,Utilise cet objet pour voir la météo lors de la sélection de la carte,
Always show the quickbar,Setting option,128,Toujours afficher la barre rapide,
h PDA,,64,PDA,
Post Processing Colour,Settings option,64,Couleur du post-traitement,
Toggle full screen overlay effects. (used for weather),Settings option tooltip,128,Active/désactive les effets de superposition plein écran (utilisés pour la météo),
Upload,Button to upload,12,Téléverser,
Uploading Mod...,Status of Steam Workshop Mod upload,50,Téléversement du mod...,
Mod name:,Display for the name of the mod,40,Nom du mod :,
Stage,"We are going through the upload process so this will say \stage 8 of 12\""""",40,Étape,
[VALUE1] of [VALUE2],,40,[VALUE1] sur [VALUE2],
Status:,Status of Steam Workshop Mod upload,40,État :,
Steam Response:,Status of Steam Workshop Mod upload,40,Réponse Steam :,
Progress:,Status of Steam Workshop Mod upload,40,Progression :,
Connecting to Steam...,Status of Steam Workshop Mod upload,40,Connexion à Steam...,
Gathering files...,Status of Steam Workshop Mod upload,40,Collecte des fichiers...,
Making Workshop Page...,Status of Steam Workshop Mod upload,40,Création de la page Workshop...,
Uploading...,Status of Steam Workshop Mod upload,40,Téléversement...,
Error Happened,Status of Steam Workshop Mod upload,40,Erreur survenue,
Finished,Status of Steam Workshop Mod upload,40,Terminé,
Done,Status of Steam Workshop Mod upload,40,Fait,
Missing 'name' in mod meta file,Steam Workshop error message,160,Il manque 'name' dans le fichier meta du mod,
Missing 'description' in mod meta file,Steam Workshop error message,160,Il manque 'description' dans le fichier meta du mod,
Missing 'version' in mod meta file,Steam Workshop error message,160,Il manque 'version' dans le fichier meta du mod,
Missing 'author' in mod meta file,Steam Workshop error message,160,Il manque 'author' dans le fichier meta du mod,
Failed to find mod meta file,Steam Workshop error message,160,Impossible de trouver le fichier meta du mod,
Error: Folder of mod not found or not readable.,Steam Workshop error message,160,Erreur : dossier du mod introuvable ou non lisible.,
"Notice: Steam stopped replying, unable to find status.",Steam Workshop error message,160,"Avertissement : Steam a cessé de répondre, impossible de trouver l'état.",
Steam returned invalid during upload. Maybe Steam Cloud storage is full or mod/icon is too big?,Steam Workshop error message,160,Steam a renvoyé une réponse invalide pendant le téléversement. Peut-être que le stockage Steam Cloud est plein ou que le mod/l'icône est trop volumineux ?,
Warning: Problem getting progress from Steam. (may still have uploaded),Steam Workshop error message,160,Avertissement : problème pour obtenir la progression de Steam (le mod a peut-être quand même été téléversé).,
Mod successfully uploaded to Steamworks.,Steam Workshop error message,160,Mod téléversé avec succès sur Steamworks.,
Close Window,Window Close Buttons,30,Fermer la fenêtre,
View On Steam,Window Close Buttons,30,Voir sur Steam,
Resolution Scaling,Setting,30,Mise à l'échelle de la résolution,
This setting affects the resolution scale of the game. This does not affect the user interface.,Setting description,160,Ce paramètre affecte l'échelle de résolution du jeu. Cela n'affecte pas l'interface utilisateur.,
Settings - Performance,Settings title,40,Paramètres - Performances,
Loot - Armor,Difficulty Menu,64,Butin - Armure,
Class 0-3 drop chance,Difficulty Menu,64,Chance d'apparition classe 0-3,
Class 0-3 minimum durability,Difficulty Menu,64,Durabilité minimale classe 0-3,
Class 0-3 maximum durability,Difficulty Menu,64,Durabilité maximale classe 0-3,
Class 4 drop chance,Difficulty Menu,64,Chance d'apparition classe 4,
Class 4 minimum durability,Difficulty Menu,64,Durabilité minimale classe 4,
Class 4 maximum durability,Difficulty Menu,64,Durabilité maximale classe 4,
Class 5 drop chance,Difficulty Menu,64,Chance d'apparition classe 5,
Class 5 minimum durability,Difficulty Menu,64,Durabilité minimale classe 5,
Class 5 maximum durability,Difficulty Menu,64,Durabilité maximale classe 5,
Class 6 drop chance,Difficulty Menu,64,Chance d'apparition classe 6,
Class 6 minimum durability,Difficulty Menu,64,Durabilité minimale classe 6,
Class 6 maximum durability,Difficulty Menu,64,Durabilité maximale classe 6,
Save,Difficulty Menu,32,Enregistrer,
