String ID,Dev Notes / Context,Character Limit,Text
"Damn!\nOne of our scout teams has just been attacked by something in the swamp, these are their last coordinates.\nHurry up Hunter!\nMaybe someone is still alive...",Quest text,1024,"Merde !\nUne de nos équipes de reco vient d’être attaquée par quelque chose dans le marais. Voici leurs dernières coordonnées.\nDépêche-toi, Chasseur !\nIl y a peut-être encore des survivants..."
"The Barman told me about you; you seem to have potential.\nThe sawmill in the forest is occupied by bandits, inside there is a safe, we believe it contains important information for us.\nI need you to head there and bring back the contents of the safe.\nI think you can find the location of the sawmill easily in your map, it is a paved area.\nWhat information does the safe contain you say?\nIt's none of your business Hunter, learn to stand your ground and follow orders.",Quest text,1024,"Le Barman m’a parlé de toi ; tu as l’air prometteur.\nLa scierie dans la forêt est occupée par des bandits. À l’intérieur, il y a un coffre-fort qui contiendrait des informations importantes pour nous.\nJ’ai besoin que tu t’y rendes et que tu rapportes le contenu du coffre.\nTu devrais trouver facilement la scierie sur ta carte : c’est une zone pavimentée.\nTu demandes ce que contient le coffre ?\nÇa ne te regarde pas, Chasseur. Tiens ta position et exécute les ordres."
Close the valve,Player prompt,32,Fermer la vanne
Cannot upgrade storage while stash is open!,User Interface Popup,160,Impossible d’améliorer le stockage tant que la planque est ouverte !
I have already given you the equipment.,NPC dialogue,512,Je t’ai déjà donné l’équipement.
Come back next time.,NPC dialogue,512,Reviens une prochaine fois.
Find the Green Army convoy,Quest objectives,128,Trouver le convoi de l’Armée Verte
Find and remove the CCTV number 1,Quest objectives,256,Trouver et neutraliser la caméra 1
Find and remove the CCTV number 2,Quest objectives,256,Trouver et neutraliser la caméra 2
Find and remove the CCTV number 3,Quest objectives,256,Trouver et neutraliser la caméra 3
Locate the empty room,Quest objectives,256,Repérer la salle vide
Place GPS on the generator,Quest objectives,256,Placer le GPS sur le générateur
Place GPS near the trucks,Quest objectives,256,Placer le GPS près des camions
Destroy the infestation 1,Quest objectives,256,Détruire l’infestation 1
Destroy the infestation 2,Quest objectives,256,Détruire l’infestation 2
Destroy the infestation 3,Quest objectives,256,Détruire l’infestation 3
Close the control valve in the sewer,Quest objectives,256,Fermer la vanne de régulation dans les égouts
Find the crash site,Quest objectives,256,Trouver le site du crash
Locate the Woody pub,Quest objectives,256,Repérer le pub Woody
Locate abibas shop,Quest objectives,256,Repérer la boutique Abibas
Locate Lio-ju shop,Quest objectives,256,Repérer la boutique Lio-ju
Locate the pharmacy,Quest objectives,256,Localiser la pharmacie
Locate Skaruvksi shop,Quest objectives,256,Localiser la boutique Skaruvksi
You have already joined the Crimson Corporation,User Interface Popup,128,Vous avez déjà rejoint la Crimson Corporation
Minimum required reputation,User Interface Popup (followed by reputation value),128,Réputation minimale requise
You've enlisted with the Green Army,User Interface Popup,128,Vous vous êtes enrôlé dans l’Armée Verte
Eliminate Orel,Quest objectives,256,Éliminer Orel
Find the lost convoy,Quest objectives,256,Trouver le convoi perdu
Find the outpost and place the GPS,Quest objectives,256,Trouver l’avant-poste et placer le GPS
Find the Spy,Quest objectives,256,Trouver l’espion
Place the transmitter in the location 1,Quest objectives,256,Placer l’émetteur à l’emplacement 1
Place the transmitter in the location 2,Quest objectives,256,Placer l’émetteur à l’emplacement 2
Place the transmitter in the location 3,Quest objectives,256,Placer l’émetteur à l’emplacement 3
Eliminate Sergeant Desya Popo,Quest objectives,256,Éliminer le sergent Desya Popo
"There is movement at the new Green Army base in the mall.\nIt seems that a Green Army sergeant has arrived on site to coordinate operations.\nTry to eliminate him Hunter, if you do we may take control of that area.",Quest description,1024,"Il y a du mouvement à la nouvelle base de l’Armée Verte dans le centre commercial.\nUn sergent de l’Armée Verte semble être arrivé sur place pour coordonner les opérations.\nTente de l’éliminer, Chasseur : si tu réussis, nous pourrons peut-être prendre le contrôle de la zone."
Eliminate the Captain in the Forest,Quest objectives,256,Éliminer le capitaine dans la forêt
Eliminate the Captain in the Makeshift Camp,Quest objectives,256,Éliminer le capitaine dans le camp de fortune
Eliminate the Captain in the Industrial Area,Quest objectives,256,Éliminer le capitaine dans la zone industrielle
Eliminate the Captain in the Mall,Quest objectives,256,Éliminer le capitaine dans le centre commercial
Eliminate the Captain in the Swamp,Quest objectives,256,Éliminer le capitaine dans le marais
Find the entrance of the Motel,Quest objectives,256,Trouver l’entrée du motel
Crimson Corp. Soldier,Quest objectives (a person to eliminate),256,Soldat de la Crimson Corp.
Kill the Crimson Assassin 1,Quest objectives,256,Tuez l’Assassin cramoisi 1
Kill the Crimson Assassin 2,Quest objectives,256,Tuez l’Assassin cramoisi 2
Kill the Crimson Assassin 3,Quest objectives,256,Tuez l’Assassin cramoisi 3
Eliminate the infestation,Quest objectives,256,Éliminez l’infestation
Grigoriy memorial,Container,64,Mémorial Grigoriy
Green army sergeant,Quest objectives,256,Sergent de l’Armée verte
Kill Bogdanov,Quest objectives,256,Tuez Bogdanov
Speed Reload not allowed with this magazine type.,User Interface Popup,128,Recharge rapide impossible avec ce type de chargeur.
Gun skills can only be freely changed in the Bunker.,User Interface Popup,128,Les compétences d’armes ne peuvent être modifiées librement qu’au Bunker.
Improved x rank,"User Interface Popup (will become ""Improved sniper rank"" or ""Improved pistol rank"")",128,Rang [TYPE] amélioré
Close Quarters Training,Gun Skill Name,64,Entraînement CQB
Minimum effective range of this weapon is reduced by 40%.,Gun Skill Description,512,La portée effective minimale de cette arme est réduite de 40 %.
Reload Artist: Scopes,Gun Skill Name,64,As du rechargement : Lunettes
Allows you to remain zoomed-in while reloading this weapon when scoped.,Gun Skill Description,512,Permet de rester en zoom lors du rechargement avec une lunette.
Reload Artist: Speed Reload,Gun Skill Name,64,As du rechargement : Recharge rapide
"Double-press the reload button to speed up the reload process of magazine-fed weapons, but any ammunition already in the magazine will be lost.",Gun Skill Description,512,"Appuyez deux fois sur recharger pour accélérer le rechargement des armes à chargeur, mais les munitions restantes dans le chargeur seront perdues."
Run and Gun,Gun Skill Name,64,Course et tir
You can now shoot this weapon while sprinting.,Gun Skill Description,512,Vous pouvez tirer avec cette arme en sprintant.
Marksman Awareness,Gun Skill Name,64,Sens du tireur d’élite
"When using this weapon while scoped, you will be able to partially see the area beyond the reticle interface, while the cross-hair will also be instantly visible.",Gun Skill Description,512,"En visant avec cette arme, vous verrez partiellement au-delà de l’interface de réticule et le réticule central sera immédiatement visible."
Fast Focus,Gun Skill Name,64,Focalisation rapide
Hover over the target with the cursor to make the cross-hair shrink more quickly.,Gun Skill Description,512,Survolez la cible avec le curseur pour que le réticule se resserre plus vite.
Fast Hands,Gun Skill Name,64,Mains rapides
Switching to this type of weapon is 50% faster.,Gun Skill Description,512,Passer à ce type d’arme est 50 % plus rapide.
Penetrating Shot,Gun Skill Name,64,Tir perforant
A killing shot will result in the bullet continuing on its path to hit a target behind the first.,Gun Skill Description,512,Un tir létal permet à la balle de poursuivre sa trajectoire pour toucher une cible derrière la première.
Empowered Backup,Gun Skill Name,64,Relais renforcé
"For 2.5 seconds after swapping to this weapon, all shots will have 15% increased damage.",Gun Skill Description,512,"Pendant 2,5 s après avoir dégainé cette arme, tous les tirs infligent 15 % de dégâts en plus."
First Bullet,Gun Skill Name,64,Première balle
The first bullet of each magazine deals 30% more damage.,Gun Skill Description,512,La première balle de chaque chargeur inflige 30 % de dégâts en plus.
Impaler shot,Gun Skill Name,64,Tir empaleur
Hitting an enemy will decrease its speed by 30% for 1 second.,Gun Skill Description,512,Toucher un ennemi réduit sa vitesse de 30 % pendant 1 s.
Prolonged Vision,Gun Skill Name,64,Vision prolongée
When you hit a target they will remain visible for 2 seconds when going out of sight.,Gun Skill Description,512,"Quand vous touchez une cible, elle reste visible 2 s après être sortie de vue."
Killer Reload,Gun Skill Name,64,Recharge meurtrière
Increase reload speed by 20% for 1.5 seconds after killing an enemy.,Gun Skill Description,512,"Augmente la vitesse de rechargement de 20 % pendant 1,5 s après avoir tué un ennemi."
Vital Shooting,Gun Skill Name,64,Tir vital
"By hovering over a target with your cursor for a short time before shooting, the shot will ignore some of its armor.",Gun Skill Description,512,"En survolant une cible un court instant avant de tirer, le tir ignore une partie de son armure."
Improvised Sniper,Gun Skill Name,64,Sniper improvisé
Hovering over the target with the cursor for 1 second will increase the maximum effective range of the weapon for that shot.,Gun Skill Description,512,Maintenir le curseur sur la cible pendant 1 seconde augmente la portée effective maximale de l’arme pour ce tir.
Shotgun Master,Gun Skill Name,64,Maître du fusil à pompe
If using Slug ammunition the maximum effective range is increased.,Gun Skill Description,512,"Avec des balles (slug), la portée effective maximale est augmentée."
Phantom Bullets,Gun Skill Name,64,Balles fantômes
"When shooting Automatic weapons for at least 0.3 seconds, you can continue shooting for a short time even after the magazine is empty.",Gun Skill Description,512,"Après au moins 0,3 s de tir avec une arme automatique, vous pouvez continuer à tirer un court instant même une fois le chargeur vide."
Crosshair Myopia,Gun Skill Name,64,Myopie du réticule
Increases the radius of the circle in which the cursor must stay to avoid glancing shots.,Gun Skill Description,512,Augmente le rayon du cercle dans lequel le curseur doit rester pour éviter les tirs de ricochet.
Emergency Sprint,Gun Skill Name,64,Sprint d’urgence
"After switching to this weapon, your movement speed will increase by 20% for 3 seconds.",Gun Skill Description,512,"Après avoir dégainé cette arme, votre vitesse de déplacement augmente de 20 % pendant 3 s."
Armor? No Problem,Gun Skill Name,64,Armure ? Aucun problème
All shots have an additional 20% chance to penetrate armor.,Gun Skill Description,512,Tous les tirs ont 20 % de chance supplémentaire de percer l’armure.
Suppressive Fire,Gun Skill Name,64,Tir de suppression
Provides a 15% damage boost to weapons while firing continuously for 0.5 seconds.,Gun Skill Description,512,"Confère +15 % de dégâts lors d’un tir continu de 0,5 s."
Flank Master,Gun Skill Name,64,Maître du contournement
"If you are undetected, or not in the viewing cone of an enemy, you will receive a 15% damage boost.",Gun Skill Description,512,"Si vous êtes non détecté ou hors du cône de vision d’un ennemi, vous gagnez +15 % de dégâts."
Steady Sniper,Gun Skill Name,64,Sniper stable
"After hitting an enemy while scoped, the optic cross-hair will have double the Ergonomics statistic for 2 seconds.",Gun Skill Description,512,"Après avoir touché un ennemi en visant, le réticule gagne le double d’Ergonomie pendant 2 s."
Reload Artist: Double barrel,Gun Skill Name,64,Artiste du rechargement : Djuxtaposée
Allows double-barreled shotguns to be reloaded in one go by inserting both shells at once.,Gun Skill Description,512,Permet de recharger d’un coup les fusils à double canon en insérant les deux cartouches simultanément.
Perk Points,User Interface,24,Points d’atout
Hey! I want to talk to you.,First Time User Experience UI,256,Hé ! Je veux te parler.
I still have tasks for you!,First Time User Experience UI,256,J’ai encore des tâches pour toi !
Have you spoken to the Barman yet?,First Time User Experience UI,256,Tu as parlé au Barman ?
If you want to live… you should equip a gun.,First Time User Experience UI,256,Si tu veux vivre… équipe une arme.
Talk to me if you want to leave.,First Time User Experience UI,256,Parle-moi si tu veux partir.
"Unlucky, Hunter. Let's try again.",First Time User Experience UI,256,"Pas de chance, Chasseur. Reprenons."
I should talk to the Barman.,First Time User Experience UI,256,Je devrais parler au Barman.
I think the Bunker exit is to the south.,First Time User Experience UI,256,Je crois que la sortie du bunker est au sud.
I should equip my gun.,First Time User Experience UI,256,Je devrais équiper mon arme.
I should reload my gun.,First Time User Experience UI,256,Je devrais recharger mon arme.
I have a gun in my Inventory.,First Time User Experience UI,256,J’ai une arme dans mon inventaire.
I still have no bullets in my gun.,First Time User Experience UI,256,Je n’ai toujours pas de balles dans mon arme.
I really should be holding my gun.,First Time User Experience UI,256,Je devrais vraiment avoir mon arme en main.
I have to reload my gun.,First Time User Experience UI,256,Je dois recharger mon arme.
I should turn in my quest at the Barman.,First Time User Experience UI,256,Je devrais rendre ma quête au Barman.
I should find a Doctor.,First Time User Experience UI,256,Je devrais trouver un médecin.
I should store my stuff in the Stash.,First Time User Experience UI,256,Je devrais stocker mes affaires dans la planque.
Sort Quantity,Dropdown option to change order of items.,64,Trier par quantité
Pistol,Weapon Skills UI - A Weapon Type,32,Pistolet
SMG,Weapon Skills UI - A Weapon Type,32,PM
DMR,Weapon Skills UI - A Weapon Type,32,DMR
Scope Drag Reduction,Weapon Skills UI - A Weapon Type,64,Réduction de traînée de visée
Scope Extra Damage,Weapon Skills UI - A Weapon Type,64,Dégâts bonus avec lunette
Scope View Speed,Weapon Skills UI - A Weapon Type,64,Vitesse de visée
Scope Initial Drag,Weapon Skills UI - A Weapon Type,64,Traînée initiale de visée
Min Range,Weapon Skills UI - A Weapon Type,64,Portée min.
Max Range,Weapon Skills UI - A Weapon Type,64,Portée max.
Recover From Cursor Movement,Weapon Skills UI - A Weapon Type,64,Récup. après mouv. du curseur
Hit an enemy will decrease its speed by 30% for 2 seconds.,Gun Skill Description,512,Toucher un ennemi réduit sa vitesse de 30 % pendant 2 s.
Huff... this is heavy!!,Dialogue,256,Pff… c’est lourd !
I will move slower when carrying too much.,Dialogue,256,Je marcherai plus lentement si je suis trop chargé.
* Wheeze! *,Dialogue,256,*Haleine sifflante !*
I’m carrying a lot and will use more energy,Dialogue,256,"Je porte beaucoup, ça va me coûter plus d’énergie."
Aargh! Blood!,Dialogue,256,Aargh ! Du sang !
I'm Bleeding!!,Dialogue,256,Je saigne !
I need to bandage myself.,Dialogue,256,Je dois me bander.
Hunters,"Refers to any other hunter in the game, generic",16,Chasseurs
Enable gamepad rumble,Settings Option,128,Activer la vibration de la manette
Enable the haptic vibrations when using gamepads,Settings Description,256,Active les vibrations haptiques avec les manettes
Daily Quests Completed,Stats,48,Quêtes quotidiennes terminées
Total Items Repaired,Stats,48,Objets réparés au total
Total Trades,Stats,48,Échanges au total
Quests Completed,Stats,48,Quêtes terminées
Pistol kills,Stats,48,Éliminations au pistolet
SMG kills,Stats,48,Éliminations au PM
Shotgun kills,Stats,48,Éliminations au fusil à pompe
Rifle kills,Stats,48,Éliminations au fusil
DMR kills,Stats,48,Éliminations au DMR
Sniper kills,Stats,48,Éliminations au fusil de précision
Pistol exp,Stats - Experience,48,Exp. pistolet
SMG exp,Stats - Experience,48,Exp. PM
Shotgun exp,Stats - Experience,48,Exp. fusil à pompe
Rifle exp,Stats - Experience,48,Exp. fusil
DMR exp,Stats - Experience,48,Exp. DMR
Sniper exp,Stats - Experience,48,Exp. fusil de précision
First Blood,Achievement Name,48,Premier sang
Welcome to ZERO Sievert,Achievement Name,48,Bienvenue dans ZERO Sievert
Die Trying,Achievement Name,48,Mourir en essayant
Blacksmith,Achievement Name,48,Forgeron
Gun for Hire,Achievement Name,48,Mercenaire
Scavenger,Achievement Name,48,Charognard
Pest Control,Achievement Name,48,Dératiseur
Handyman,Achievement Name,48,Bricoleur
Headhunter,Achievement Name,48,Chasseur de têtes
A Big Win,Achievement Name,48,Grosse victoire
Welcome To Zakov City,Achievement Name,48,Bienvenue à Zakov City
All Aboard!,Achievement Name,48,Tous à bord !
Last Orders,Achievement Name,48,Dernière tournée
Down with the Sickness,Achievement Name,48,À bas la maladie
Done Deal,Achievement Name,48,Marché conclu
Ghoulbusters,Achievement Name,48,Chasseurs de goules
Lost in the Woods,Achievement Name,48,Perdu dans les bois
Can I Speak to the Manager?,Achievement Name,48,Puis-je parler au responsable ?
Camper Eliminated,Achievement Name,48,Campeur éliminé
Finder Keepers,Achievement Name,48,"Trouvé, gardé"
Eye for an Eye,Achievement Name,48,Œil pour œil
Nothing but Junk,Achievement Name,48,Rien que de la camelote
Iron Man,Achievement Name,48,Homme de fer
Cannibal,Achievement Name,48,Cannibale
Best Friends,Achievement Name,48,Meilleurs amis
Heavy Pockets,Achievement Name,48,Poches pleines
Rock Bottom,Achievement Name,48,Au fond du trou
Aliens Exist,Achievement Name,48,Les extraterrestres existent
Man about Town,Achievement Name,48,Homme du coin
Milkrun,Achievement Name,48,Tournée du lait
Maxed out: Pistol,Achievement Name,48,Max niveau : Pistolet
Maxed out: SMG,Achievement Name,48,Max niveau : PM
Maxed out: Shotgun,Achievement Name,48,Max niveau : Fusil à pompe
Maxed out: Rifle,Achievement Name,48,Max niveau : Fusil
Maxed out: DMR,Achievement Name,48,Max niveau : DMR
Maxed out: Sniper,Achievement Name,48,Max niveau : Fusil de sniper
Defeat your first enemy,Achievement Description,256,Vainquez votre premier ennemi
Die for the first time,Achievement Description,256,Mourir pour la première fois
Die 100 times,Achievement Description,256,Mourir 100 fois
Craft your first item,Achievement Description,256,Fabriquez votre premier objet
Complete 10 quests,Achievement Description,256,Terminez 10 quêtes
Open 50 containers,Achievement Description,256,Ouvrez 50 conteneurs
Kill 50 animals,Achievement Description,256,Tuez 50 animaux
Repair 50 items (armour or weapons),Achievement Description,256,Réparez 50 objets (armures ou armes)
Defeat 1000 enemies,Achievement Description,256,Vainquez 1 000 ennemis
Defeat a big for the first time,Achievement Description,256,Vaincre un Big pour la première fois
Enter the city map,Achievement Description,256,Entrer sur la carte de la ville
Board the train 100 times,Achievement Description,256,Monter dans le train 100 fois
Complete all of the Barman’s quests,Achievement Description,256,Terminer toutes les quêtes du Barman
Complete the quest ‘Radiation Effect’,Achievement Description,256,Terminer la quête « Effet de radiation »
Complete 50 trades,Achievement Description,256,Conclure 50 échanges
Defeat 100 ghouls,Achievement Description,256,Vaincre 100 goules
Defeat Lazar in the forest zone,Achievement Description,256,Vaincre Lazar dans la zone forestière
"Defeat Kibba, the boss of the mall",Achievement Description,256,"Vaincre Kibba, le boss du centre commercial"
Defeat Arman in the makeshift camp,Achievement Description,256,Vaincre Arman dans le camp de fortune
Loot from 10 Hidden Stashes,Achievement Description,256,Piller 10 caches secrètes
Complete Igor's questline,Achievement Description,256,Terminer la série de quêtes d’Igor
Litter the ground with 1000 bullets in one raid,Achievement Description,256,Couvrir le sol de 1000 balles en un seul raid
Complete the game with permadeath enabled,Achievement Description,256,Terminer le jeu avec la mort permanente activée
[Heal bleed]/[Heal HP] at 10HP or less,Achievement Description,256,[Heal bleed]/[Heal HP] à 10 PV ou moins
Reach maximum relationship with any faction,Achievement Description,256,Atteindre la relation maximale avec une faction
Hold 1 million Roubles at once,Achievement Description,256,Détenir 1 million de roubles d’un coup
Hold less than 10 Roubles at once,Achievement Description,256,Détenir moins de 10 roubles d’un coup
Kill 182 Blinks,Achievement Description,256,Tuer 182 Blinks
Complete 5 daily quests,Achievement Description,256,Terminer 5 quêtes quotidiennes
Fill your inventory with milk,Achievement Description,256,Remplis ton inventaire de lait
Reach maximum level for pistols,Achievement Description,256,Atteins le niveau maximal en pistolets
Reach maximum level for SMGs,Achievement Description,256,Atteins le niveau maximal en PM
Reach maximum level for shotguns,Achievement Description,256,Atteins le niveau maximal en fusils à pompe
Reach maximum level for rifles,Achievement Description,256,Atteins le niveau maximal en fusils
Reach maximum level for DMR,Achievement Description,256,Atteins le niveau maximal en DMR
Reach maximum level for sniper,Achievement Description,256,Atteins le niveau maximal en fusils de précision
Reached max x rank,"User Interface Popup (will become ""Reached max sniper rank"" or ""Reached max pistol rank"")",128,Rang max atteint pour [TYPE]
Only available from the main menu.,User Interface Popup used in reference to the language menu being disabled,128,Disponible uniquement depuis le menu principal.
Rotate,This is a control (to rotate an item),64,Pivoter
Quick move,This is a control (to quickly move an item),64,Déplacer vite
Split stack,This is a control (to split a stack of items in half),64,Scinder la pile
Eliminate Lazar,Quest objective,64,Éliminer Lazar
Hey soldier!\nNow that we have access to Zakov it is time to establish a camp there. There should be a construction zone in the southeast part of town. Find the site and place a GPS marker in the center of the site.\nYour comrades will then take care of building the encampment.\nNow go!,Quest text,1024,"Hé, soldat !\nMaintenant que nous avons accès à Zakov, il est temps d’y établir un camp. Il devrait y avoir une zone de construction dans le sud-est de la ville. Trouve le site et place un marqueur GPS en son centre.\nTes camarades se chargeront ensuite de construire l’encampement.\nEn avant !"
Hey Hunter!\nNow that we have access to Zakov it is time to establish a camp there.\nThere should be a construction zone in the southeast part of town. Find the site and place a GPS marker in the center of the site.\nMy men will then take care of building the encampment.\nGood luck Hunter!,Quest text,1024,"Hé, Chasseur !\nMaintenant que nous avons accès à Zakov, il est temps d’y établir un camp.\nIl devrait y avoir une zone de construction au sud-est de la ville. Trouve l’emplacement et place un marqueur GPS au centre du site.\nMes hommes se chargeront ensuite de bâtir l’encampement.\nBonne chance, Chasseur !"
Place the GPS marker in the contruction area in Zakov.,Quest objective,256,Place le marqueur GPS dans la zone de construction à Zakov.
"Hey soldier!\nNow that we've established an encampment, it's time to proceed with some missions. There are some classified douments in the police station.\nFind them and bring them back soldier.",Quest text,1024,"Hé, soldat !\nMaintenant que nous avons établi un campement, il est temps de passer à quelques missions. Des documents classifiés se trouvent au commissariat.\nTrouve-les et ramène-les, soldat."
"Hey Hunter!\nNow that we've established an encampment, it's time to proceed with some missions. There are some classified douments in the fire station.\nFind them and bring them back Hunter.",Quest text,1024,"Hé, Chasseur !\nMaintenant que nous avons établi un campement, il est temps de passer à quelques missions. Il y a des documents classifiés à la caserne de pompiers.\nTrouve-les et ramène-les, Chasseur."
"Hey Hunter!\nSome medical supplies always come in handy, there is a pharmacy in town.\nFind the entrance to the building.",Quest text,1024,"Hé, Chasseur !\nDes fournitures médicales, ça sert toujours. Il y a une pharmacie en ville.\nTrouve l’entrée du bâtiment."
Find the entrance of the pharmacy in Zakov.,Quest objective,256,Trouve l’entrée de la pharmacie à Zakov.
Nudist,Hunter Skill Name,24,Naturiste
"When wearing armor of class 3 or below, your movement speed is increased by 10% and stamina cost of items is reduced by 20%",Hunter Skill Description,256,"Avec une armure de classe 3 ou moins, vitesse de déplacement +10 % et coût d’endurance des objets −20 %."
Big Boned,Hunter Skill Name,24,Costaud
The weight of equipped armour is reduced by 70%,Hunter Skill Description,256,Le poids de l’armure équipée est réduit de 70 %.
Doe-Eyed,Hunter Skill Name,24,Yeux de biche
Increase your view cone size from 90 degrees to 110 degrees,Hunter Skill Description,256,Agrandit le cône de vision de 90° à 110°.
No Jam Thanks,Hunter Skill Name,24,"Sans enrayage, merci"
"Low durability guns will jam less often, while fixing a jam will prevent further gun from jamming for the following 5 seconds",Hunter Skill Description,256,Les armes peu durables s’enrayent moins; réparer un enrayage empêche tout autre enrayage pendant 5 s.
Bite Immune,Hunter Skill Name,24,Immunisé aux morsures
Attacks from mutants will no longer slow you down,Hunter Skill Description,256,Les attaques des mutants ne te ralentissent plus.
Mule,Hunter Skill Name,24,Mule
"Increases your maximum carry weight by 5kg, and allows you to move at a slow walking speed even when incredibly over-encumbered",Hunter Skill Description,256,Augmente ta charge max de 5 kg et permet de marcher lentement même en surcharge extrême.
Big Hands,Hunter Skill Name,24,Grosses mains
"For each empty weapon slot, you gain 10kg max carry capacity and a 5% movement speed increase",Hunter Skill Description,256,Par emplacement d’arme vide: +10 kg de charge max et +5 % de vitesse.
Eye For Value,Hunter Skill Name,24,Œil pour la valeur
"Increases the sale price of items by 5%, and allows you to see those prices during raids",Hunter Skill Description,256,Augmente de 5 % le prix de vente des objets et affiche ces prix en raid.
Loot Goblin,Hunter Skill Name,24,Gobelin du butin
Increases your looting speed by 50%,Hunter Skill Description,256,Vitesse de pillage +50 %.
X-Ray View,Hunter Skill Name,24,Vision rayons X
Allows you to see containers through walls,Hunter Skill Description,256,Permet de voir les conteneurs à travers les murs.
Scout,Hunter Skill Name,24,Éclaireur
Doubles the number of hidden item stashes,Hunter Skill Description,256,Double le nombre de caches d’objets cachées
Jogger,Hunter Skill Name,24,Coureur
Allows free running if the weight you’re carrying is under 50% of your maximum,Hunter Skill Description,256,Course libre si votre charge est inférieure à 50 % de votre maximum
Favor From Traders,Hunter Skill Name,24,Faveur des marchands
Doubles the quantity of each item stocked by vendors,Hunter Skill Description,256,Double la quantité de chaque article chez les vendeurs
Field Medic,Hunter Skill Name,24,Infirmier de terrain
Decreases the amount of time it takes to use meds by 50%,Hunter Skill Description,256,Réduit de 50 % le temps d’utilisation des soins
Scrap Lord,Hunter Skill Name,24,Maître de la ferraille
Increases the amount of material you gain from scrapping items by 50%,Hunter Skill Description,256,Augmente de 50 % les matériaux obtenus en recyclant des objets
Gear Lover,Hunter Skill Name,24,Soigneur d’équipement
Halves the durability loss of your weapons and armor,Hunter Skill Description,256,Divise par deux l’usure de vos armes et armures
Night Owl,Hunter Skill Name,24,Oiseau de nuit
"Improves your night vision, and also works indoors",Hunter Skill Description,256,"Améliore votre vision nocturne, fonctionne aussi en intérieur"
Stalker,Hunter Skill Name,24,Traqueur
Slows rate at which you absorb radiation by 50% while also decreasing the damage you take from anomalies by 30%,Hunter Skill Description,256,Réduit de 50 % l’absorption de radiation et de 30 % les dégâts des anomalies
Grenade Expert,Hunter Skill Name,24,Expert en grenades
Increase the range of your grenades by 30%,Hunter Skill Description,256,Augmente de 30 % la portée de vos grenades
Explorer,Hunter Skill Name,24,Explorateur
Adds an additional extraction point to each map,Hunter Skill Description,256,Ajoute un point d’extraction supplémentaire à chaque carte
Adrenaline Rush,Hunter Skill Name,24,Montée d’adrénaline
When your health drops below 20% you will gain a 25% increase in movement speed for 5 seconds. This has a cooldown of 30 seconds,Hunter Skill Description,256,"Quand ta santé passe sous 20 %, ta vitesse de déplacement augmente de 25 % pendant 5 s. Recharge : 30 s."
Immortal,Hunter Skill Name,24,Immortel
"Once per raid, when something should have killed you, instead you survive with 50hp",Hunter Skill Description,256,"Une fois par raid, quand tu devrais mourir, tu survis avec 50 PV."
Marathon Runner,Hunter Skill Name,24,Coureur de fond
You move 40% faster when not holding a weapon,Hunter Skill Description,256,Tu te déplaces 40 % plus vite sans arme en main.
Stylish one p.1,Quest names,64,La stylée p.1
Stylish one p.2,Quest names,64,La stylée p.2
"You must know about the guy who hangs around the mall, a very tough guy.\nAnyway, his armour is of incredible quality. If you kill him, I'll give you one in good condition.",Quest descriptions,1024,"Tu dois connaître le type qui traîne au centre commercial, un vrai dur.\nBref, son armure est d’une qualité incroyable. Si tu le tues, je t’en file une en bon état."
"Good job on killing him.\nNow I'll leave you with a challenge, kill him 15 times to get a unique perk.",Quest descriptions,1024,"Bien joué, tu l’as abattu.\nMaintenant, défi : tue-le 15 fois pour obtenir un atout unique."
Bowel problems,Quest names,64,Problèmes intestinaux
Listen Hunter... Everyone has to go to the bathroom.\nSurvey the Mall and find all the bathrooms.\nIt will be helpful to everyone during a Hunt.,Quest descriptions,1024,"Écoute, chasseur… Tout le monde doit aller aux toilettes.\nExplore le centre commercial et trouve toutes les toilettes.\nÇa aidera tout le monde pendant une chasse."
Find the first bathroom in the mall.,Quest objectives,64,Trouve les premières toilettes du centre commercial.
Find the second bathroom in the mall.,Quest objectives,64,Trouve les deuxièmes toilettes du centre commercial.
Find the third bathroom in the mall.,Quest objectives,64,Trouve les troisièmes toilettes du centre commercial.
Find the fourth bathroom in the mall.,Quest objectives,64,Trouve les quatrièmes toilettes du centre commercial.
Underground Extraction,Quest names,64,Extraction souterraine
"Hey Hunter!\nThere should be an extraction point in the underground of the mall.\nFrom what the maps show it is located in the north east area of the underground. Try to find it, you might find it useful.",Quest descriptions,1024,"Hé, chasseur !\nIl devrait y avoir un point d’extraction dans le sous-sol du centre commercial.\nD’après les cartes, il est dans la zone nord-est du sous-sol. Essaie de le trouver, ça pourrait te servir."
Find the underground extraction in the mall.,Quest objectives,64,Trouve l’extraction souterraine du centre commercial.
I should be in the right place...,NPC text,64,Je devrais être au bon endroit…
"I need a key to get in, though...",NPC text,64,Mais il me faut une clé pour entrer...
Power grid documents,Quest names,64,Documents du réseau électrique
